Id,fwd,lag_d,noc,gy,ay,noi,UMC,firm,MSA,tbm,tbru,PAG,npr,fpr,FT,FS
1,15,669,21,1998,1996,2,707,280070,261,13,0.60357,5366339.923,6,0,2,225
2,8,301,18,1990,1989,2,348,789656,538,1,0,4719510,1,0,2,310
3,75,1016,23,1997,1994,5,725,499570,13,6,0.61112,4893738,0,0,2,3
4,50,929,32,1997,1994,3,315,654319,553,4,0.375,4817136.25,0,5,3,64
5,18,1233,20,1999,1996,2,710,551495,261,2,0,5135114,0,0,2,14
6,15,945,24,1999,1997,2,704,654319,553,2,0.5,5415546,1,0,3,75
7,13,516,23,1997,1996,1,714,788148,51,7,0.449,5034142.571,0,0,2,82
8,5,862,8,1999,1997,4,345,280070,243,3,0.44445,5163325.667,0,0,2,240
9,4,949,5,1991,1988,1,382,597180,32,8,0.40626,3814150.25,6,0,6,
10,13,2021,12,1998,1993,1,386,358975,553,6,0.72224,5257530.167,0,0,3,252
11,24,1715,34,1994,1990,2,700,0,198,7,0.81637,4610451.143,0,0,1,
12,44,1037,30,1996,1994,1,345,0,108,6,0.83338,5228744.667,1,0,1,
13,38,830,36,1989,1987,1,705,0,260,6,0.50002,4546704.333,0,0,1,
14,24,1034,39,1999,1996,3,712,8075,261,10,0.34,5473061.5,6,0,2,12
15,2,998,6,1999,1996,1,711,250060,537,4,0.375,5445684,2,1,2,102
16,8,768,15,1999,1997,6,713,518955,261,45,0.67462,5075898.533,0,0,2,1
17,3,816,15,2000,1997,1,709,635240,252,8,0.65626,5643755.375,1,0,2,86
18,33,601,44,1998,1996,1,701,0,179,22,0.83063,4875034.818,18,0,1,
19,2,603,16,1996,1995,3,701,309510,69,12,0.66668,4867791.583,0,0,2,
20,7,775,8,1999,1997,1,703,0,553,0,0,0,7,0,1,
21,6,293,10,1996,1995,3,712,252865,553,10,0.78,4540591.9,0,0,3,331
22,3,1947,29,2000,1994,1,345,654319,553,8,0.56252,4866018.625,1,7,3,64
23,18,1890,3,1998,1993,1,235,0,232,9,0.6173,4687989.444,0,0,1,
24,11,519,18,1996,1994,1,345,280070,16,20,0.685,4732290.15,1,3,2,256
25,13,733,6,1999,1997,5,712,503380,261,18,0.57409,5029869,8,7,3,
26,25,868,11,1995,1993,5,709,161825,261,10,0.7,4786595.3,30,0,2,
27,50,573,16,1992,1990,4,345,280070,302,12,0.51391,4424310.5,1,0,2,383
28,23,641,16,1998,1996,1,709,280070,261,18,0.86426,5281286.611,3,0,2,225
29,39,782,34,1999,1997,2,345,745274,261,139,0.933,5036644.928,59,6,2,
30,14,963,64,2000,1997,1,705,280070,202,26,0.87879,5297216.577,176,0,2,240
31,84,1135,12,1983,1980,3,711,395480,111,8,0,4027512.75,0,0,2,67
32,7,519,12,1983,1981,1,84,615185,196,1,0,4287584,0,1,2,
33,32,915,17,1999,1996,1,707,250060,86,25,0.7968,5159576.6,2,1,2,102
34,0,635,12,1999,1997,2,600,0,254,16,0.22658,5114331.313,2,0,4,
35,42,705,5,1989,1987,1,236,0,47,6,0.50002,4103735,0,0,1,
36,17,1516,11,2000,1996,1,712,278220,261,7,0.4898,5260219.143,1,0,2,41
37,20,790,18,1999,1997,3,701,361536,282,8,0.75002,5295018.625,1,0,2,
38,19,539,10,1996,1995,1,702,686347,35,17,0.69897,5043377.882,0,0,2,
39,44,840,12,1996,1994,1,386,0,154,18,0.74077,4948190.944,0,0,1,
40,22,998,12,1999,1996,1,713,755619,108,9,0.79015,5303465.556,3,0,2,17
41,20,578,35,1996,1994,3,718,688601,238,7,0.40817,4850391.714,0,0,2,0
42,4,953,4,1985,1982,2,714,211480,553,6,0.27779,4083513.667,2,1,3,
43,21,662,42,1991,1989,1,351,561445,186,0,0,0,0,0,2,
44,3,1372,6,2000,1997,2,711,0,60,8,0.68752,5377390,0,0,1,
45,46,826,20,1998,1996,4,709,864047,260,6,0.50002,5344302.833,0,0,2,59
46,0,942,13,1998,1995,6,382,0,585,5,0.72,5043450.8,0,0,1,
47,40,946,36,1997,1994,3,704,731087,240,25,0.464,4676321.72,319,0,2,
48,40,1120,22,1999,1996,1,715,755443,515,16,0.79692,5569321.063,0,0,3,
49,36,1138,36,1984,1981,1,348,372675,538,3,0.66667,4053504.667,0,1,3,
50,3,600,8,1991,1989,3,700,40460,553,5,0.56,4427168.2,0,0,3,
51,5,945,20,1998,1995,4,703,503380,553,5,0.56,5362464.6,0,1,3,
52,2,1183,9,1998,1995,2,712,864017,553,17,0.70589,5169508.412,0,0,3,151
53,37,1016,22,1998,1995,2,704,154040,32,29,0.19027,4976097.448,5,0,2,
54,0,484,22,1997,1995,2,368,596125,156,12,0.86115,4995090.167,0,0,2,46
55,27,783,20,2000,1997,1,714,864050,238,11,0.57852,5643028.727,0,0,2,0
56,11,1035,16,1990,1987,1,712,147695,261,8,0.53126,4483066.125,0,0,2,94
57,20,1393,14,1998,1994,1,704,597215,302,3,0.66667,5311178.667,7,0,6,
58,10,1028,10,1999,1996,4,382,83775,261,10,0,5090001.2,0,0,2,0
59,93,1028,95,1995,1992,3,717,566545,588,7,0.73473,4805892.286,5,2,3,71
60,6,825,20,2000,1997,4,711,280070,168,3,0.66667,5711551.333,0,0,2,240
61,0,861,1,1999,1996,1,607,0,142,3,0.66667,5303368,0,0,1,
62,75,943,70,1999,1997,1,726,0,232,43,0.76153,5122554.93,0,0,1,
63,10,475,12,1996,1995,4,235,765963,47,4,0.75,4443279,0,1,2,
64,9,1016,18,1998,1995,5,375,864063,553,8,0.84378,5383838.75,0,1,3,
65,64,973,34,1998,1996,4,370,741172,302,18,0.29014,4774547.556,9,2,2,
66,20,456,14,1994,1993,2,250,250060,67,6,0.5,4819579.167,1,0,2,92
67,16,1173,4,2000,1996,1,701,361390,142,7,0.73471,5492256.857,0,0,2,63
68,8,974,24,1999,1997,1,706,512710,526,3,0.66667,5473864.667,1,2,3,379
69,5,427,5,1995,1993,3,718,280070,168,7,0.65307,4492650.857,0,0,2,301
70,25,896,24,1996,1994,1,715,373780,268,2,0,5447689.5,1,0,2,14
71,10,371,20,1997,1996,1,358,250060,31,4,0.5,5187767.25,0,0,2,102
72,4,663,20,1999,1997,1,323,105326,261,4,0.625,4911693.5,2,0,2,8
73,0,1128,10,2001,1997,3,710,386735,546,6,0.44445,5317080.667,1,0,2,139
74,12,601,2,1999,1997,4,712,280070,16,10,0.34,5292262.6,0,0,2,240
75,14,1000,30,1998,1995,1,345,373780,295,3,0.44445,5402808,0,0,2,15
76,113,552,44,1994,1992,1,235,0,538,11,0.56201,4736432.091,0,6,1,
77,48,984,56,2000,1997,2,701,767111,268,13,0.76927,5093858.385,11,0,2,
78,9,972,12,2000,1997,1,703,373440,261,45,0.83858,5692688.022,4,0,2,9
79,10,1226,39,1999,1995,2,712,8075,16,24,0.4792,5241039.417,10,8,2,11
80,6,809,21,1997,1995,1,711,278220,261,9,0.37039,5063601.667,0,0,2,32
81,3,572,14,1994,1993,2,33,706306,168,5,0.48,4883539,0,0,2,
82,3,895,15,1991,1989,1,701,192650,538,5,0.32,4607014.8,2,1,3,
83,24,1330,14,2000,1996,2,726,740509,538,2,0.5,5540858,3,3,2,0
84,16,704,16,1996,1994,2,700,136436,261,13,0.79294,4704627.538,0,0,2,
85,9,1058,12,1998,1995,1,703,716948,261,16,0.57034,4977205.438,0,0,2,
86,18,384,1,1992,1991,1,706,706518,168,3,0.66667,5016916.333,4,0,2,273
87,86,692,8,1987,1985,1,369,641610,147,7,0.6939,4309307,0,3,3,
88,5,1590,24,1999,1995,4,435,84230,254,3,0.44445,5437473.333,14,4,2,0
89,9,732,14,1981,1979,3,600,17175,515,4,0.625,4076028.75,0,0,3,
90,26,845,12,1999,1996,2,345,635240,261,16,0.4844,5316009.625,9,5,2,85
91,7,1463,60,1994,1990,1,345,654319,553,8,0.68752,4837069.125,1,1,3,44
92,6,663,26,1999,1997,2,716,90115,234,8,0.21876,5500397.125,11,0,2,
93,3,845,12,1999,1996,4,345,280070,261,3,0.44445,5441454.667,3,0,2,225
94,8,1309,14,1998,1995,2,717,0,506,2,0,5427780,2,0,1,
95,25,558,10,1996,1995,2,715,6885,260,4,0.375,5200590,15,0,2,1
96,60,691,1,1999,1997,4,726,280070,261,10,0.74,5539560.6,2,1,2,240
97,6,1299,68,1998,1994,2,718,566545,142,11,0.87608,5067611.182,1,1,3,69
98,24,1124,16,1999,1996,5,715,740227,261,11,0.80995,5639715,5,0,2,
99,33,880,103,1996,1994,2,714,33530,268,24,0.71185,4775443.708,49,0,2,
100,68,734,37,1998,1996,1,370,361691,52,40,0.76004,5237718.4,4,0,2,50
101,62,734,16,1997,1995,1,726,0,142,13,0.73378,5211434,0,0,1,
102,51,1653,16,1993,1989,2,717,147695,261,7,0.61227,4449418.857,0,0,2,121
103,14,727,27,1999,1997,1,714,278220,238,2,0.5,4793053,0,0,2,48
104,8,609,1,1999,1997,1,712,755619,40,3,0,5681149.333,0,0,2,18
105,38,816,10,1997,1995,3,600,512710,198,3,0.44445,5035379,0,3,2,382
106,2,944,13,1999,1996,1,717,551495,261,15,0.12445,5340115.2,4,2,2,14
107,21,1093,40,2000,1997,2,715,218915,260,12,0.44445,5659143.417,1,0,2,14
108,56,819,43,1989,1986,2,348,123665,213,19,0.27701,4351379.316,0,0,2,
109,4,419,8,1993,1991,3,704,386735,40,5,0.32,4883966.4,0,0,2,105
110,3,3189,11,2001,1992,3,800,597175,33,2,0.5,4862254.5,9,0,6,
111,11,350,6,1997,1996,5,348,706518,168,7,0.73471,5071570.429,2,0,2,299
112,45,1134,16,1997,1993,2,717,716254,261,10,0.66,4778750,2,0,2,
113,126,719,48,1994,1992,9,715,32940,261,2,0.5,4861669.5,0,0,2,14
114,4,424,9,1997,1996,3,715,512710,13,9,0.83954,5088815.333,2,1,2,373
115,31,993,23,1998,1995,3,725,280070,251,29,0.78248,5189478.621,10,1,2,219
116,17,1537,15,1992,1988,7,709,864056,234,15,0.64002,4623991.8,0,2,2,112
117,22,606,31,1995,1994,1,712,789656,168,16,0.53908,4803329,2,1,2,238
118,15,305,20,1997,1996,4,340,0,67,5,0.32,4876633.8,1,0,4,
119,21,894,23,1999,1997,2,702,759211,142,20,0.845,5515159.7,2,0,2,
120,25,963,11,1999,1997,3,709,280070,16,8,0.75,5473131.625,1,0,2,240
121,22,986,25,2000,1997,2,711,596125,232,41,0.61158,5161027.878,5,3,2,32
122,9,896,33,1999,1997,3,348,719699,111,14,0.36736,5592507.643,3,8,2,
123,5,844,6,1982,1980,2,705,772769,550,8,0.59376,4008594.125,0,0,3,
124,29,756,4,1999,1997,1,358,635240,252,7,0.24491,5472902.286,0,0,2,86
125,36,687,32,1988,1986,2,714,0,234,4,0,4561806.5,0,0,4,
126,31,748,19,1997,1995,2,382,357270,32,5,0,5203753.6,0,1,2,
127,2,909,22,2000,1997,3,712,80495,537,11,0.84301,5249417.727,0,3,3,
128,6,461,1,1994,1993,2,710,147695,32,18,0.59878,4896181.556,3,5,2,113
129,4,1153,8,1996,1993,2,340,242350,103,10,0.64,4600322.9,0,1,2,
130,102,939,19,1994,1992,1,707,705911,261,10,0.58,4734118.4,1,0,2,
131,44,1429,40,2000,1996,7,709,171995,32,60,0.82284,5473573,28,8,2,4
132,26,706,16,1998,1996,5,707,280070,26,19,0.68145,5392149.105,1,0,2,225
133,21,952,16,2000,1997,3,345,280070,553,3,0,5764223,4,0,2,240
134,69,474,15,1997,1996,1,434,467580,60,11,0.42977,5148979.545,0,2,2,
135,6,743,10,1999,1997,2,715,864017,553,5,0.56,5387897.4,0,10,3,151
136,114,1035,29,1998,1996,2,707,748798,588,9,0.66668,5213543.667,0,4,2,
137,9,526,19,1997,1995,1,719,726404,261,33,0.78245,5115822.758,6,0,2,
138,35,505,16,1996,1994,1,714,280070,261,6,0.50002,5240855.167,6,5,2,256
139,43,694,17,1995,1993,1,382,160890,252,12,0.66668,4832420,0,0,2,132
140,4,1105,29,2000,1997,1,703,343790,515,4,0.625,5694298.5,1,0,2,3
141,48,551,6,1998,1996,2,715,395480,13,8,0.375,5409039,1,0,2,41
142,6,1195,32,2001,1997,3,714,373780,268,4,0.625,5852534.25,3,0,2,20
143,232,802,13,1990,1988,4,713,755619,108,5,0.8,4537092.6,1,0,2,4
144,24,733,14,1996,1994,3,701,864063,553,7,0.61227,5028640.571,0,3,3,
145,76,965,42,2000,1997,2,711,147695,32,7,0.24491,5301862,0,0,2,59
146,18,557,38,1997,1996,1,705,728028,108,25,0.6656,4974039.12,1,4,2,
147,6,739,15,1994,1992,3,348,358975,553,3,0,5012050.333,0,0,3,242
148,50,1359,21,2001,1997,1,707,280070,261,15,0.24001,5855261.267,8,0,2,240
149,16,2161,17,1996,1990,5,706,252865,553,3,0.66667,4990676,9,2,3,290
150,4,1049,22,1999,1996,1,708,570160,108,3,0,4889818,0,0,2,59
151,6,868,44,1999,1997,1,345,686822,240,8,0.21876,5395709.75,14,0,2,5
152,57,922,58,1999,1996,1,707,373780,142,6,0.66669,5586120.5,1,0,2,17
153,19,697,3,1996,1994,2,700,27895,108,27,0.82583,4837141.63,1,6,2,
154,15,1281,24,1999,1995,4,709,654319,553,8,0.75002,5272631.75,4,2,3,67
155,11,685,13,1990,1988,5,702,319065,553,7,0.61226,4473484.286,0,2,3,
156,9,827,4,1982,1980,1,709,280070,537,1,0,3587044,0,0,2,337
157,9,918,21,1998,1996,1,382,277930,243,13,0.27221,4943489.308,1,1,2,3
158,17,1327,33,2000,1996,3,703,533420,60,6,0.72224,5753839.167,12,0,2,
159,113,1139,63,1990,1987,1,382,0,168,5,0.56,4241978.6,2,0,4,
160,29,1013,18,1999,1996,8,370,797371,60,3,0,5355229.667,0,0,3,63
161,32,1252,41,2000,1997,3,370,682654,209,4,0.375,5351551,1,0,2,
162,9,774,6,1998,1996,2,375,405790,536,4,0.625,4935676,2,2,3,33
163,10,1015,9,2000,1997,2,707,789656,168,7,0.77554,5521188.429,0,0,2,262
164,4,2560,8,2004,1997,1,711,8075,16,15,0.70225,5716388.4,0,0,2,12
165,19,533,10,1998,1997,3,340,386735,154,6,0,5244428.833,0,0,2,139
166,17,1128,4,1987,1984,1,400,235525,239,9,0,4540054,0,0,2,2
167,31,900,13,1988,1985,2,710,596125,142,23,0.36674,4205250.435,1,0,2,65
168,4,1091,11,1999,1996,4,701,478430,526,12,0.68058,5126151.833,0,3,3,
169,92,1139,6,1995,1991,5,715,252865,553,11,0.69423,5091859.545,1,0,3,309
170,26,799,6,1987,1985,2,701,864032,553,4,0.375,4540992,1,1,3,
171,12,379,4,1989,1988,1,235,789656,537,2,0.5,4498953.5,0,0,2,336
172,20,818,27,1999,1997,3,707,672689,261,19,0.70915,5638330.895,19,2,3,
173,42,951,7,2000,1997,3,361,171995,32,7,0.40817,5473267.286,0,0,2,4
174,4,820,20,1994,1992,2,435,619075,261,3,0.44445,4935603,5,0,2,
175,2,830,30,2000,1997,2,358,250060,32,13,0.56808,5049845.615,12,6,2,112
176,15,1187,28,1999,1996,2,380,0,209,38,0.71192,4690621.789,7,7,4,
177,41,1219,19,2000,1997,2,709,769747,515,17,0.69205,5502167.706,4,4,3,67
178,43,678,30,1998,1996,2,382,250060,546,2,0.5,5290401.5,7,0,2,102
179,8,963,3,1999,1996,1,351,0,32,7,0.40817,4879157.286,2,0,5,
180,29,718,2,1998,1996,1,707,147695,261,5,0,5583475.6,3,0,2,61
181,9,1303,14,2001,1997,2,711,551495,261,8,0.46876,5739122.5,4,0,2,17
182,8,791,13,1996,1994,1,715,602060,67,7,0.6939,5173689,0,0,2,
183,17,533,23,1981,1979,2,700,372610,156,14,0.67349,4056297.857,1,0,2,
184,8,580,11,1992,1990,5,370,358975,553,7,0.61226,4538310.857,0,0,3,198
185,146,690,16,1996,1995,3,455,386735,305,5,0.72,5150379.4,2,2,2,132
186,26,873,36,1992,1989,3,340,614595,261,13,0.80477,4296169.308,0,0,2,
187,33,685,4,1989,1987,3,710,80495,32,5,0.56,4684816,0,0,2,
188,28,1436,7,2000,1996,1,709,0,47,26,0.72786,5672560.808,1,0,1,
189,21,1020,10,1998,1996,1,717,8075,16,5,0.32,5343416,2,3,2,12
190,11,875,40,1999,1997,4,709,373780,268,5,0.56,5790201.6,6,1,2,20
191,174,664,14,1985,1983,1,398,0,91,9,0.81485,4014880,1,0,1,
192,4,804,4,1997,1995,3,703,280070,515,30,0.65335,4925860.8,1,0,2,219
193,12,1399,7,1993,1989,4,709,414715,537,10,0.74,4591613.4,1,0,3,
194,12,1289,4,1992,1989,2,715,147695,32,9,0.71607,4925758,1,0,2,121
195,3,483,7,1993,1992,1,700,0,538,3,0.44445,4363904.667,1,2,1,
196,40,977,11,1994,1991,2,711,280070,305,6,0,4910082.833,1,0,2,373
197,12,600,27,1995,1994,3,368,91775,553,2,0.5,5223137.5,0,3,3,
198,14,973,12,2000,1997,4,711,280070,261,5,0.72,5592152.8,0,0,2,240
199,10,648,7,1998,1996,3,712,718083,32,6,0.50002,4469769.833,0,0,2,3
200,4,666,4,1998,1996,1,717,864032,553,3,0.44445,5349966.667,1,2,3,111
201,6,749,18,1998,1996,1,710,570160,124,4,0.625,5513797.5,0,0,2,59
202,8,736,9,1997,1995,1,717,373780,268,19,0.81995,4893182.526,4,0,2,15
203,3,1471,11,1994,1990,2,700,360475,553,4,0.625,4961330.5,0,2,3,
204,14,711,20,1993,1991,1,370,280070,298,3,0,4843320.667,0,0,2,373
205,12,924,1,1993,1990,4,361,134145,60,2,0.5,4947964,0,1,2,0
206,19,1134,19,1997,1994,6,712,250060,261,8,0.40626,4724731.5,4,3,2,96
207,21,469,12,1991,1990,1,379,76775,538,2,0,4565867.5,0,0,3,
208,40,883,24,1998,1996,2,345,514145,515,4,0,5047056,15,0,2,6
209,5,1008,9,1999,1996,1,715,691112,47,12,0.72224,5243952.833,17,0,2,
210,6,659,14,1999,1997,4,714,280070,16,10,0.46,5207018.6,0,0,2,240
211,22,1023,15,1983,1980,3,700,373565,47,15,0.86227,3599518.867,0,0,2,
212,21,564,14,1996,1994,1,700,377880,156,14,0.7041,4905913.929,7,11,2,86
213,10,683,20,1994,1992,1,370,566760,536,4,0,4607694.5,0,0,3,
214,20,690,22,1999,1997,1,703,759206,238,1,0,5719795,18,0,2,
215,37,1580,15,1990,1985,1,712,650955,186,4,0.75,4381915,6,2,2,
216,12,690,20,1998,1996,1,358,77715,553,1,0,5142296,0,0,3,
217,14,957,9,1984,1982,1,707,706518,168,6,0.72224,4231564.5,1,0,2,854
218,8,1288,12,1996,1993,4,710,280070,168,15,0.71114,4714560.733,0,0,2,301
219,22,1033,19,1983,1980,1,714,734405,60,10,0.66,3913193.9,0,0,2,
220,58,645,21,1981,1979,1,700,218550,2,7,0.449,3865625.857,1,0,2,
221,39,708,80,1998,1996,1,705,0,302,25,0.6912,4937096.08,26,0,1,
222,19,1338,4,1998,1994,2,345,343790,261,5,0.32,4841519,5,0,2,3
223,20,1191,1,1985,1982,2,701,431830,47,8,0.65626,4178278.375,1,0,2,
224,8,992,6,1991,1988,1,714,147695,32,8,0.40626,4392463.75,1,0,2,110
225,38,1174,73,1993,1990,4,345,551495,261,7,0,4988037.286,0,3,2,10
226,16,489,17,1992,1990,3,351,612271,174,4,0.625,4706331.5,0,0,2,
227,8,1005,16,1998,1996,1,710,686124,261,21,0.6803,5346042.81,0,0,2,2
228,73,460,16,1989,1988,2,348,6135,261,4,0.375,4736154.75,0,1,2,
229,20,1063,23,1993,1990,5,710,147695,268,23,0.64273,4312658.783,2,1,2,125
230,69,733,12,1990,1988,5,703,280070,168,7,0,4630962.857,4,0,2,389
231,5,721,32,1983,1981,2,370,242085,151,1,0,4287592,0,0,2,24
232,8,895,17,2000,1997,2,340,499155,228,4,0.625,5337681,0,0,2,
233,5,769,25,1998,1996,1,345,684423,27,11,0.74382,5015489.182,0,0,2,
234,36,1147,20,1994,1991,1,715,280070,251,3,0.44445,4989523.667,1,1,2,373
235,24,833,9,1990,1987,5,379,58775,67,10,0.18,4232201.4,0,2,2,
236,79,495,9,1995,1994,2,348,719699,142,13,0.75744,4814507.769,0,0,2,
237,28,1106,21,1998,1994,2,700,581270,553,12,0.15279,5296415,1,0,3,175
238,2,1033,12,1995,1992,1,711,280070,526,17,0.67129,4845325.235,1,0,2,344
239,21,740,20,1998,1996,3,345,252865,553,2,0.5,5483009.5,2,0,3,331
240,20,1159,32,1997,1994,4,370,147695,32,11,0,5082997.818,1,0,2,94
241,15,984,35,1998,1995,2,718,551495,261,3,0.44445,5349828.667,0,0,2,13
242,27,1377,25,2001,1997,1,710,540495,16,9,0.49384,5605526.333,4,0,2,0
243,16,943,20,1994,1992,6,714,70060,268,18,0.59881,4591921.333,1,1,2,155
244,27,783,24,1997,1995,1,370,566545,588,13,0.7811,4993043.231,5,5,2,76
245,15,1315,7,1985,1981,1,700,252865,553,6,0.27779,4242751.5,0,0,3,151
246,24,921,7,1998,1996,4,348,358975,232,6,0.66669,5639171.167,1,0,2,265
247,32,1099,4,1987,1984,1,422,301455,553,4,0.5,4487377.75,0,1,3,
248,15,1250,14,2000,1996,1,380,278220,238,8,0.40626,5101464.25,0,0,2,41
249,129,490,24,1990,1988,1,711,280070,168,18,0.38275,4440358.667,0,0,2,389
250,6,1887,7,2000,1995,2,715,234445,32,5,0.56,5252580.6,0,0,2,111
251,0,600,8,1995,1993,1,713,278220,238,27,0.68864,4563890.519,0,0,2,25
252,126,753,18,1985,1983,1,178,0,156,22,0.85956,3778851,13,1,1,
253,42,900,10,1984,1982,2,709,442205,261,1,0,4099236,0,0,2,26
254,8,503,12,1996,1995,4,709,153420,255,26,0.78702,4879375,1,2,2,53
255,6,1582,21,2000,1996,3,341,783352,261,4,0.375,5184166,6,0,2,0
256,37,1483,8,1993,1989,5,703,271025,69,15,0.60447,4802800.133,0,0,2,
257,8,883,16,1998,1996,1,345,278220,238,1,0,5625764,0,0,2,41
258,6,454,17,1998,1997,4,348,358975,553,6,0.66669,5031884.667,5,13,3,270
259,20,837,15,1992,1990,1,379,512710,261,6,0,4459483,2,0,2,
260,4,860,18,1997,1995,1,713,864017,553,6,0.61112,5322421,0,0,3,151
261,46,819,14,1987,1984,1,246,336500,526,3,0.66667,3729843,0,0,3,
262,8,574,12,1998,1996,2,715,280070,168,9,0.37039,5224938.333,1,0,2,225
263,5,1072,19,1999,1996,6,709,654319,553,3,0,5074987,0,0,3,72
264,21,372,14,1998,1997,2,709,743178,142,4,0.75,5141805.25,0,0,2,
265,32,986,13,1991,1988,3,436,735,268,12,0.80559,4101402,13,6,2,37
266,31,1027,22,1997,1994,1,379,706518,232,10,0.56,5145920.7,0,0,2,308
267,155,1042,13,1991,1988,3,712,252865,553,5,0.32,4125315.2,1,0,3,159
268,82,1012,13,1993,1990,2,710,42085,142,12,0.40279,4866777.25,3,0,2,2
269,23,573,43,1999,1997,2,345,250060,86,12,0,5428384.667,1,0,2,112
270,16,1107,20,1989,1986,5,365,512710,526,6,0.61112,4090931.333,1,2,3,
271,93,1588,19,1998,1994,13,361,252865,553,7,0.77554,4868836,0,0,3,330
272,2,476,7,1986,1985,2,702,493090,588,6,0.66669,4318190.167,0,0,3,
273,14,1079,7,1997,1994,1,434,713562,538,10,0.48,4575350.9,0,0,3,
274,5,1338,1,1986,1983,3,711,788148,233,7,0.24491,3964521.857,3,0,2,100
275,5,867,9,1999,1997,1,455,789656,526,7,0.24491,5431183.571,0,0,2,262
276,31,950,42,1997,1995,3,711,789656,257,17,0.89274,5145279.294,1,0,2,253
277,3,253,34,1998,1997,1,706,386735,16,6,0.50002,5390269.833,0,1,2,139
278,8,1607,11,1997,1993,2,709,280070,168,20,0.81,4951424.9,1,0,2,301
279,30,1905,41,1997,1992,4,715,252865,553,13,0.39056,5119802.385,11,7,3,324
280,14,1090,30,1983,1980,4,700,432500,67,16,0.7813,4008151.688,0,0,2,
281,21,1294,49,2000,1996,4,382,112155,168,5,0.56,5379510.4,2,0,2,
282,18,718,19,1999,1997,5,382,357270,198,3,0.66667,5264989.667,6,2,2,
283,24,280,5,1989,1988,1,711,278220,261,4,0.75,4299025.75,1,0,2,19
284,20,767,27,1994,1992,1,382,589355,142,5,0.56,4504883.8,0,0,2,71
285,5,924,6,2000,1997,2,358,635240,252,9,0.19754,5304321.778,5,2,2,86
286,70,1714,34,1997,1993,1,718,147695,32,9,0.49384,4947319.889,45,1,2,113
287,9,1160,16,1996,1993,1,358,864015,64,5,0.72,5119950.8,0,5,2,
288,98,615,5,1992,1990,1,400,685181,553,8,0.375,4376876.75,3,7,3,
289,32,781,34,1999,1997,1,710,171995,32,10,0.48,5365577.9,0,0,2,4
290,15,1454,2,1998,1994,3,606,0,174,6,0.44445,5105158,0,1,4,
291,63,1013,28,1997,1995,1,711,252865,553,15,0.56001,4806815.2,0,1,3,331
292,80,918,4,1984,1982,1,710,596125,232,2,0.5,4159074,0,0,2,66
293,10,524,12,1989,1987,2,379,706518,168,8,0.53126,4368514.75,3,1,2,316
294,32,1147,14,1999,1996,1,455,566545,515,21,0.449,5249895.905,5,8,3,84
295,18,1387,10,1986,1982,4,348,269335,538,7,0.6939,4248125.714,9,1,3,
296,7,774,16,1991,1989,4,347,86405,155,5,0.72,4772383.6,0,0,2,
297,12,1105,23,1999,1996,1,382,0,86,4,0.625,4618664.25,0,0,1,
298,16,806,21,2000,1997,2,705,395480,13,12,0.75003,4979092.583,0,0,2,38
299,4,739,19,1993,1991,5,455,386735,47,7,0.4898,4903281.571,0,0,2,105
300,72,2021,6,1992,1987,2,463,686995,302,13,0.35504,4120021.462,1,2,2,
301,19,652,4,1988,1986,2,712,395500,256,6,0.72224,4385468.833,0,0,2,
302,10,1247,14,2000,1997,1,382,373780,261,9,0.64198,5375902.444,9,0,2,20
303,28,1607,30,2000,1996,3,709,682654,209,5,0.32,5400380.2,1,4,2,
304,2,1160,20,2000,1997,3,709,581270,553,12,0.58335,5241468.583,1,3,3,186
305,94,972,38,1996,1994,5,463,686482,238,22,0.85956,4846431.045,0,0,2,
306,56,949,13,1991,1988,2,700,70060,307,14,0.55104,4398984.429,0,0,2,143
307,41,980,24,1999,1996,2,709,754588,60,4,0.625,5599738.25,1,0,2,
308,71,736,22,1992,1990,2,379,706518,168,9,0.44445,4561042.778,1,4,2,283
309,5,1824,3,1999,1994,3,709,69145,108,5,0.72,4884799.8,5,0,2,0
310,20,1218,16,1999,1996,2,709,654319,553,3,0.66667,5354541,4,2,3,72
311,12,855,35,1999,1997,4,340,697755,526,6,0.44445,5104066.167,0,3,3,
312,22,894,10,1999,1997,1,235,596810,13,15,0.84447,5106892.667,1,3,2,336
313,47,952,8,1991,1988,1,710,280070,305,9,0.51854,4315876.667,0,0,2,389
314,2,1124,6,1997,1994,1,714,21435,142,18,0.784,4712236.167,3,0,2,
315,32,1380,30,2001,1997,7,250,742286,546,8,0.56252,5042249.625,0,0,2,2
316,18,1034,25,1999,1996,1,708,278220,261,10,0.46,5395468.4,0,0,2,41
317,23,560,12,1992,1990,2,705,441110,261,1,0,4845652,1,0,2,
318,34,1448,32,1987,1983,1,718,273290,538,14,0.35716,4180483.429,12,0,3,
319,14,1142,8,1998,1995,3,712,386735,16,5,0.32,5222620.2,1,1,2,132
320,11,1033,16,1999,1996,2,726,0,262,15,0.84449,5198076.467,1,0,1,
321,6,790,18,1982,1980,1,701,126095,142,8,0.21876,3837154,0,0,2,21
322,4,854,5,1999,1997,1,716,864017,553,7,0.24491,5521777.286,1,1,3,151
323,15,1029,16,1992,1989,1,718,280070,538,5,0.64,4730737.8,0,0,2,387
324,40,1167,20,1997,1994,1,714,863994,147,4,0.375,5204993,25,0,2,
325,15,636,19,1996,1995,3,710,639675,23,18,0.79633,4987931.222,2,0,2,
