Id,fwd,lag_d,noc,gy,ay,noi,UMC,firm,MSA,tbm,tbru,PAG,npr,fpr,FT,FS
8812,9,1006,15,1999,1996,1,709,280070,261,5,0.64,4958461.2,4,0,2,225
8813,31,655,9,1995,1993,2,717,252865,553,7,0.73473,4767186.571,9,5,3,331
8814,5,754,10,1999,1997,5,712,278220,546,6,0.66669,5386288.167,1,0,2,48
8815,16,960,10,1985,1982,1,703,280070,305,2,0.5,4243940,0,0,2,354
8816,4,879,8,1990,1988,1,348,864010,553,3,0.66667,4666606.333,0,1,3,17
8817,11,1328,49,1996,1993,1,340,508240,553,10,0.68,4873499.6,0,0,3,
8818,50,967,24,1991,1988,1,273,0,526,11,0.31406,3967353.364,1,12,5,
8819,7,924,11,1983,1980,1,710,596125,142,8,0.56252,4149789.625,1,0,2,56
8820,9,721,18,1999,1997,2,710,613300,233,11,0.1653,5510874.273,0,0,2,2
8821,19,621,15,1997,1995,2,715,718377,268,17,0.8443,4861062,1,2,2,
8822,25,1383,57,2000,1997,1,370,428710,289,9,0.64198,4985309.556,0,0,2,
8823,22,524,6,1991,1989,2,271,581270,553,3,0.66667,4768676.667,0,0,3,125
8824,10,938,8,1990,1987,5,712,280070,251,7,0,4282918.429,1,0,2,403
8825,5,659,35,1999,1997,6,84,715526,261,7,0.61227,4979366.286,1,0,2,
8826,30,687,16,1986,1984,2,368,364940,156,2,0.5,4454863.5,0,0,2,
8827,16,825,14,1998,1996,2,715,532110,553,10,0.58,5457198.4,0,0,3,151
8828,21,560,5,1994,1992,2,713,185845,243,11,0.7273,4767528.727,1,0,2,1
8829,6,2300,2,1991,1985,2,710,618190,32,25,0.8064,4184102.68,3,2,2,
8830,4,1041,11,2000,1997,2,700,204110,75,12,0.76392,5046711.25,0,2,2,371
8831,121,1271,8,1989,1986,1,345,541870,63,4,0,4512212.5,0,1,2,0
8832,6,1264,20,2000,1996,2,714,864056,234,10,0.58,5116226.7,1,1,2,60
8833,14,1008,6,1993,1990,2,324,219155,142,1,0,4710708,0,0,2,
8834,29,538,2,1996,1995,7,250,864007,516,4,0.375,4991129.75,0,0,2,
8835,5,1089,4,2000,1997,2,703,211480,553,11,0.61158,5325649.091,1,2,3,167
8836,13,498,6,1994,1992,1,358,280070,67,8,0.21876,4532070.125,1,0,2,344
8837,5,1786,12,1997,1992,1,358,356855,516,19,0.79779,4708522.421,0,2,3,
8838,15,2104,2,1997,1992,2,707,379135,32,5,0.64,5027582.6,4,0,2,
8839,12,1324,15,2000,1996,3,370,735102,515,6,0,5343158,1,0,2,
8840,7,413,3,1997,1996,1,714,650955,537,9,0.74077,4830921.333,0,3,3,191
8841,11,627,20,1999,1997,3,710,710167,261,10,0.7,5181052.4,7,0,2,29
8842,230,1132,81,1998,1995,5,705,373780,268,15,0.63112,5161237.8,0,0,2,15
8843,7,1000,8,1984,1981,1,702,551125,268,5,0.64,4175388,0,0,2,15
8844,37,1435,60,1998,1994,4,709,713997,515,10,0.86,5216799.2,1,2,3,
8845,28,882,18,2000,1997,2,711,8075,16,8,0.46876,5775229.5,1,0,2,12
8846,75,1211,46,1993,1990,1,709,8075,261,5,0.56,4979730.2,0,0,2,13
8847,5,1309,27,1993,1989,3,718,864031,16,15,0.80892,4372194.6,17,1,2,48
8848,35,740,5,1994,1992,2,379,0,143,9,0.19754,4978040.111,0,0,1,
8849,19,1880,45,1994,1989,2,712,252865,553,3,0.66667,4854505,1,1,3,274
8850,54,1075,16,1994,1991,3,707,280070,168,9,0.37039,4764487.444,7,1,2,373
8851,24,1014,3,1988,1985,2,345,280070,213,7,0,4371729.429,1,1,2,394
8852,75,680,36,1988,1986,2,382,218550,2,6,0.61112,4553530.333,2,0,2,
8853,3,753,8,1995,1993,1,717,512710,168,19,0.54294,4651882,16,3,2,
8854,7,410,3,1997,1996,1,710,596125,142,7,0.61227,4986231.571,0,0,2,37
8855,8,859,24,1997,1994,1,340,0,239,15,0.63112,4569825.067,1,0,1,
8856,14,846,13,1985,1982,3,712,361390,142,1,0,3790960,0,0,2,74
8857,4,1097,25,1998,1995,5,717,386735,16,39,0.75219,5078093.692,50,0,2,132
8858,42,889,36,1984,1981,2,700,218550,49,14,0.82656,3859970.571,1,1,2,
8859,4,1350,5,1996,1992,3,345,252865,553,6,0.27779,5089780.833,1,0,3,324
8860,17,781,10,1997,1995,1,712,480860,553,4,0.625,4839136,0,0,3,
8861,82,438,19,1997,1996,4,715,726404,261,21,0.8073,5127062.762,6,0,2,
8862,13,956,6,1997,1995,2,711,596125,142,4,0,5310037.5,0,0,2,46
8863,42,804,13,1990,1988,1,726,0,302,20,0.59,4538536.35,0,1,1,
8864,34,1093,18,1998,1995,4,715,512710,168,3,0.66667,5483517.667,2,1,2,382
8865,7,1105,13,1998,1995,1,715,0,217,21,0.47169,5046366.048,21,1,1,
8866,4,1268,25,2000,1997,4,710,773853,588,8,0.65626,5160050.625,1,8,3,
8867,7,963,2,1992,1990,1,345,654319,553,5,0.64,4726268.2,6,0,3,44
8868,8,1922,22,1999,1994,4,702,0,302,3,0.44445,4914656.667,0,0,1,
8869,8,699,20,1998,1997,1,345,728273,597,2,0,5529325.5,0,0,3,
8870,9,886,19,1997,1995,3,711,705886,516,33,0.82101,4893115.576,1,9,3,
8871,22,477,8,1993,1992,2,361,692811,261,8,0.59376,4962688.25,0,0,3,
8872,34,2696,37,1999,1991,2,700,0,32,16,0.82036,5093522.188,8,0,1,
8873,39,2199,39,2001,1995,1,463,0,261,4,0.625,5236986,0,0,4,
8874,0,587,16,1999,1997,3,711,211480,553,2,0.5,5075433.5,0,3,3,167
8875,0,932,4,2000,1997,1,712,551495,585,6,0.77781,5244550.333,1,0,2,17
8876,18,755,16,1997,1995,4,712,211480,261,24,0.68407,5173380.708,1,0,2,164
8877,11,1008,38,2000,1997,4,235,129880,260,21,0.56692,5153257.476,0,1,2,3
8878,4,1168,12,1994,1990,7,711,562270,553,2,0.5,4980661.5,0,1,3,
8879,51,1100,16,1984,1981,1,340,0,261,3,0.44445,4091804,0,0,1,
8880,2,1868,4,1996,1991,1,709,864032,553,2,0.5,4910360.5,1,1,3,
8881,50,741,11,1996,1994,1,348,724658,572,2,0,4867437.5,2,2,3,
8882,5,1292,22,2000,1997,2,709,280070,16,16,0.77348,5775404.563,1,0,2,240
8883,7,869,33,1998,1996,4,708,596760,597,10,0.7,4818445,0,1,3,
8884,72,595,6,1990,1988,1,340,453280,597,6,0.50002,4522921,0,1,3,
8885,32,852,83,1998,1996,2,712,8075,261,18,0.20372,5434883.333,0,10,2,12
8886,9,607,36,1998,1996,3,704,706518,168,7,0.449,4728143.857,2,3,2,299
8887,6,715,7,1997,1995,1,235,731982,197,10,0.34,4696485.7,0,0,2,
8888,45,782,16,1998,1996,3,715,635240,261,19,0.49863,5486398.684,0,0,2,85
8889,48,1068,16,1999,1996,6,712,581270,553,8,0.59376,5252804.75,1,0,3,186
8890,13,1316,30,2000,1997,2,704,774670,589,13,0.60357,5130753.462,8,24,3,
8891,3,946,17,1999,1997,1,345,280070,16,22,0.46282,5298683.273,3,0,2,240
8892,12,1018,23,2000,1997,3,703,551495,147,3,0.66667,5763333,1,0,2,17
8893,38,678,30,1995,1993,4,463,699476,526,9,0.51854,4944389.778,0,0,3,
8894,11,819,18,1993,1991,2,706,252865,553,0,0,0,6,0,3,309
8895,28,1435,12,1999,1995,2,709,758316,515,6,0.72224,5333273.333,0,0,3,
8896,8,1127,5,1985,1981,2,712,256580,32,6,0.72224,4220371.167,0,0,2,97
8897,35,1747,10,2001,1996,3,719,373780,538,19,0.76455,5580293.421,5,0,2,17
8898,18,2262,22,2000,1993,1,713,755619,108,10,0.6,4727200.5,2,2,2,9
8899,9,474,20,1997,1996,5,112,343596,154,14,0.40817,4369932.071,0,0,2,
8900,6,1001,18,1998,1996,4,707,602060,67,8,0.68752,5432660.375,0,0,2,
8901,18,404,38,1997,1996,1,702,597270,260,6,0.44445,5181961.167,4,0,6,
8902,33,1238,4,1998,1995,3,711,596125,156,19,0.73131,4901132.368,4,0,2,46
8903,70,1077,6,1993,1990,1,365,570160,16,7,0.4898,4451114.714,1,1,2,73
8904,11,768,31,1993,1991,1,345,250060,86,3,0.44445,4279458,0,0,2,92
8905,8,1246,22,1999,1996,2,235,581270,553,10,0.42,5079179.3,1,5,3,186
8906,17,904,26,2000,1997,3,715,532110,261,15,0.73782,5536339.267,0,0,3,163
8907,17,449,36,1998,1997,2,345,32940,261,13,0.69826,4876646.846,1,2,2,13
8908,6,977,12,1990,1987,3,711,252865,553,8,0.40626,4578486.5,0,0,3,161
8909,94,701,17,1984,1982,1,73,85945,260,22,0.78104,3990619.864,1,0,2,
8910,2,1224,6,1998,1995,4,709,752217,572,5,0.8,5136141,3,0,3,
8911,26,937,15,1989,1986,2,72,104765,49,8,0.46876,4352705.375,0,0,2,
8912,109,847,18,1991,1989,2,705,0,207,8,0.21876,4402271.75,0,0,1,
8913,31,623,16,1994,1992,1,345,551495,261,4,0.375,4948167.5,1,0,2,12
8914,4,881,16,1983,1981,2,340,358975,553,9,0.56791,3966618.111,0,0,3,107
8915,28,993,10,1999,1996,1,709,32940,261,10,0.78,5528670.9,0,0,2,17
8916,2,1449,20,2000,1996,1,358,672689,553,18,0.87044,5361819.444,1,2,3,
8917,149,784,17,1996,1994,1,713,278220,233,1,0,4807288,3,0,2,29
8918,5,441,3,1991,1990,3,703,280070,137,16,0.81255,4512432.563,0,0,2,383
8919,28,1034,29,2000,1997,1,705,766642,261,14,0.13266,5634242.071,11,0,2,
8920,18,560,8,1996,1995,1,701,139275,62,18,0.77164,5075028.389,14,1,2,34
8921,2,603,60,1999,1997,1,714,551495,32,6,0.44445,4858743,0,0,2,17
8922,24,1041,16,1998,1995,1,345,503060,553,4,0.375,5459849.5,1,0,3,
8923,56,1188,10,1987,1984,4,705,264270,260,6,0.66669,4407833,0,0,2,
8924,99,505,19,1992,1991,8,370,683878,260,3,0.44445,4894583,0,0,2,
8925,12,211,7,1994,1993,1,705,699567,538,6,0.66669,4726697.167,0,0,3,
8926,145,428,24,1996,1994,3,719,726196,261,3,0.44445,5198554,3,0,2,
8927,37,929,12,1999,1997,4,379,250060,538,7,0.24491,5583303.143,1,5,2,112
8928,94,805,29,1997,1995,4,713,373440,156,26,0.68641,5207952.692,0,0,2,5
8929,46,1191,21,1999,1995,2,707,395480,142,5,0.32,5486663,1,0,2,50
8930,2,1184,8,2000,1996,3,716,280070,168,10,0.78,5027957.4,0,0,2,225
8931,33,971,75,1994,1992,3,717,373780,268,4,0.625,5205276,0,0,2,8
8932,14,824,121,1998,1995,1,382,864003,142,20,0.615,4515872.75,1,0,2,0
8933,16,726,18,1996,1994,2,714,864038,16,6,0.66667,5137485.5,0,0,2,5
8934,9,343,9,1995,1994,2,712,278220,238,11,0.4463,4727477.364,0,0,2,29
8935,13,1075,2,1991,1989,1,714,105480,553,6,0.77781,4627008.333,1,1,3,
8936,2,946,10,1993,1990,2,700,218550,2,9,0.71606,4584854,0,0,2,
8937,66,838,8,1991,1989,3,707,386735,268,11,0.57852,4583719.909,2,0,2,102
8938,4,1132,6,1998,1995,1,360,373780,268,5,0.48,5013180.4,0,0,2,15
8939,6,627,17,1998,1996,3,73,270810,302,8,0.56252,4414011.5,3,0,2,
8940,24,906,23,2000,1997,3,705,280070,168,5,0.56,5487823,1,0,2,240
8941,20,1232,12,1996,1993,2,701,864063,553,25,0.6048,5012000.24,1,4,3,
8942,9,1160,10,1999,1995,2,708,716948,261,10,0.58,5303795.7,0,0,2,
8943,37,875,20,1999,1996,1,709,280070,16,17,0.80278,5416203.941,2,0,2,225
8944,20,1100,19,1989,1986,2,345,280070,588,7,0.24491,4327109.143,2,1,2,405
8945,46,887,8,1996,1994,3,705,0,47,6,0.83338,4203757.667,5,0,1,
8946,24,862,50,1999,1996,1,705,182540,261,9,0.71607,5373097.333,1,0,2,
8947,7,427,31,1999,1997,2,712,8075,16,20,0.345,5223514.65,6,7,2,12
8948,6,2405,30,1999,1993,6,712,278220,261,21,0.82544,5200642.429,2,6,2,25
8949,4,1244,20,1996,1992,2,710,386735,110,6,0.72224,4579101.667,0,0,2,102
8950,53,1972,7,1996,1991,2,715,280070,251,6,0.44445,4921965.667,1,1,2,373
8951,125,747,28,1991,1989,3,379,60850,168,10,0.34,4717631.3,6,1,2,
8952,0,1107,24,2001,1997,4,707,769747,538,18,0.79018,5555309.889,1,0,3,67
8953,60,578,21,1998,1996,1,707,0,261,3,0,5483562.333,6,0,1,
8954,31,756,11,1993,1991,1,600,0,282,0,0,0,0,0,1,
8955,6,1049,24,2000,1997,1,382,532110,538,4,0.625,4996651.75,1,4,3,163
8956,17,930,16,2000,1997,3,370,105326,243,4,0.375,5974557.25,0,0,2,8
8957,9,501,4,1990,1989,3,702,864031,16,11,0.64465,4437899.455,1,0,2,48
8958,7,559,28,1990,1988,2,378,171425,546,3,0,4442669,0,0,3,1
8959,2,936,80,1998,1996,2,358,503380,261,7,0.24491,5508458,0,0,3,
8960,11,971,56,2000,1997,4,709,692074,261,18,0.85191,5428442.111,0,3,2,0
8961,171,421,9,1988,1987,2,379,706518,168,8,0.53126,4376752.125,5,0,2,316
8962,5,851,47,2000,1997,4,707,760876,47,8,0.75002,5829896.875,20,0,2,
8963,29,1035,29,1998,1995,2,370,718083,261,5,0.32,5433466.2,1,0,2,1
8964,154,1209,42,1998,1995,3,715,278220,238,6,0.44445,5525179.5,0,0,2,32
8965,74,729,8,1988,1986,4,711,280070,294,11,0.74382,4485896.727,1,0,2,405
8966,15,628,9,1991,1990,3,417,54125,211,5,0.72,4229080,0,0,2,0
8967,23,1201,50,2001,1997,1,707,734127,16,17,0.71973,5469526.588,5,0,2,
8968,15,1309,20,2000,1997,3,719,755088,168,5,0.8,5470516.6,0,0,2,0
8969,58,680,14,1988,1987,2,714,532110,553,13,0.14202,4593412.769,0,0,3,48
8970,10,1187,68,2001,1997,1,711,710167,261,9,0.49383,4751771.111,3,0,2,29
8971,98,572,27,1996,1994,2,340,147695,256,6,0.77781,4805124.667,1,3,2,94
8972,5,1166,16,1999,1996,3,712,493260,553,16,0.56253,5708095.25,3,0,3,57
8973,73,1166,7,1996,1993,5,455,635240,261,5,0.32,5201178.6,7,3,2,99
8974,28,536,28,1996,1995,2,710,32940,261,2,0.5,5347944.5,1,0,2,14
8975,40,900,6,1992,1989,3,712,706518,168,7,0.77554,4745134.714,10,0,2,304
8976,24,897,10,1988,1986,3,708,427645,553,2,0.5,4530696,0,1,3,
8977,12,655,25,1996,1995,2,84,741672,49,16,0.32033,4468295.625,1,3,2,1
8978,123,1278,16,1993,1989,4,712,570160,60,9,0.69137,4776793,15,1,2,75
8979,15,540,9,1998,1997,7,369,441575,553,2,0.5,5668785.5,0,0,3,0
8980,5,357,14,1996,1995,1,714,280070,251,7,0.449,5253675.857,1,0,2,219
8981,4,1098,18,1990,1987,1,709,203960,526,6,0.72224,4565077,0,0,3,
8982,46,949,41,1986,1983,3,701,395185,302,4,0.5,4314004,0,0,2,
8983,8,624,8,1996,1994,1,707,91775,553,33,0.8945,4748922.061,3,1,3,
8984,31,960,16,1999,1997,2,715,0,32,11,0.64465,5710143.818,0,0,1,
8985,11,613,8,1998,1997,2,340,774108,207,40,0.71252,4467542.9,0,0,2,
8986,4,537,18,1997,1995,1,713,864032,553,9,0.74076,5155576.778,0,0,3,110
8987,2,832,36,1999,1997,4,709,280070,243,9,0.6173,5059253.556,0,0,2,240
8988,27,1708,15,1985,1980,2,712,596125,142,3,0.44445,4048862.333,8,0,2,56
8989,6,1012,24,1982,1979,3,235,45570,538,6,0.61112,3640137.833,0,7,3,
8990,31,973,10,1983,1981,4,710,442205,168,2,0.5,4098062,0,0,2,26
8991,18,677,14,1995,1993,2,718,0,261,1,0,5280583,3,1,1,
8992,9,1301,17,1995,1992,4,712,280070,251,9,0.19754,4721314.556,1,0,2,344
8993,17,476,5,1994,1993,3,718,280070,261,13,0.76928,4570386.769,5,0,2,301
8994,60,736,5,1995,1993,5,370,386735,47,15,0.24001,4964279,0,0,2,107
8995,46,1306,15,1994,1990,2,369,864003,142,14,0.50001,4847360.571,0,0,2,
8996,71,755,16,1997,1995,1,705,863993,168,25,0.6976,5013661.16,12,13,2,54
8997,15,853,71,1998,1996,4,710,715530,305,50,0.8224,5055170.76,20,8,2,
8998,32,960,33,1986,1984,2,702,599680,515,15,0.43558,4066699.467,4,0,3,
8999,18,987,3,1995,1992,1,704,379070,515,7,0.57144,4923738.429,0,0,3,
9000,2,1149,3,2000,1997,8,380,280070,168,7,0.65307,5246350,7,0,2,240
9001,9,435,37,1998,1997,2,712,277930,16,5,0.32,5256421.4,0,0,2,4
9002,42,728,8,1991,1989,1,370,370460,261,3,0,4848553.333,0,0,2,
9003,3,1373,14,1992,1989,3,712,386735,69,8,0.40626,4306368.25,0,0,2,102
9004,28,704,50,1992,1990,4,345,570160,108,7,0,4414599.857,3,0,2,73
9005,31,1775,5,1987,1982,1,726,0,168,18,0.8025,4072095.222,1,0,1,
9006,10,921,18,1999,1997,1,712,760153,261,14,0.62246,4969310.786,8,0,2,
9007,118,603,25,1998,1996,3,710,280070,305,16,0.77348,5296641.313,3,0,2,225
9008,34,818,49,1986,1984,1,382,195270,298,4,0,3968964.5,0,0,2,0
9009,20,868,24,1999,1997,2,713,280070,16,3,0.44445,5699290,0,0,2,240
9010,79,659,23,1995,1993,3,705,442205,168,11,0.79342,4984678.091,0,2,2,28
9011,20,1023,80,1997,1995,2,713,728125,142,78,0.7239,4941898.756,55,1,2,
9012,12,1350,17,1993,1990,1,712,373780,268,1,0,4944578,0,0,2,4
9013,13,995,20,1999,1997,2,235,676549,168,13,0.76928,4864940.615,0,0,2,2
9014,6,956,18,1998,1995,1,706,706518,168,8,0.53126,5433808.75,9,0,2,304
9015,27,1056,29,2000,1997,3,711,278220,243,13,0.14202,5369482,9,1,2,48
9016,50,1394,22,1993,1989,1,707,0,54,10,0.18,4587298.1,19,0,1,
9017,9,882,52,1999,1997,2,348,532110,168,9,0.51854,5211324.111,0,0,3,163
9018,4,1183,10,2000,1996,4,711,280070,36,11,0.54548,5389008.455,0,0,2,225
9019,8,1338,21,2000,1996,4,713,514145,261,5,0.72,5541034.8,0,2,2,6
9020,0,572,16,1999,1997,2,250,810153,553,1,0,5095383,0,0,3,
9021,42,977,27,1999,1997,1,345,373780,268,0,0,0,17,0,2,20
9022,58,991,68,1989,1986,1,382,0,199,45,0.16693,3882564,24,0,1,
9023,8,953,17,1997,1995,1,382,503380,553,11,0.31406,4608560.182,0,0,3,
9024,11,879,12,2000,1997,3,711,280070,213,9,0.83954,4917877.333,1,0,2,240
9025,14,1315,65,1999,1996,1,345,373440,261,5,0,5195943.4,3,0,2,8
9026,8,978,2,1993,1991,1,717,126330,156,8,0.5,4932854.5,0,1,2,4
9027,3,1075,9,1998,1995,2,345,252865,553,2,0,5391899.5,0,1,3,331
9028,20,560,28,1985,1983,4,73,383995,67,8,0.81252,3974832.25,0,0,2,
9029,201,1204,135,1995,1992,12,235,406270,39,91,0.79635,4610667.044,1,10,2,
9030,5,1433,24,1998,1994,1,358,654319,553,15,0.56001,4938626.333,0,7,3,64
9031,28,833,10,1989,1987,4,345,219155,142,6,0.66669,4348843,0,0,2,
9032,16,2441,28,2000,1993,7,715,32940,261,4,0.5,5385424.75,1,0,2,14
9033,46,505,1,1994,1992,7,250,864007,516,1,0,4720631,0,0,2,
9034,18,858,30,1994,1992,7,709,406270,39,18,0.89514,4738315.056,0,0,2,
9035,13,874,32,1992,1989,1,702,0,173,19,0.64267,4488225.053,1,1,1,
9036,8,727,11,1999,1997,1,345,763209,209,9,0.76545,5683718.444,0,2,2,
9037,9,1398,2,1994,1990,2,707,280070,60,1,0,4503499,1,0,2,383
9038,25,690,46,1997,1995,5,715,32940,268,6,0.50002,5439760.333,1,0,2,14
9039,18,1240,20,1996,1992,1,718,581270,553,6,0.50002,5040505.5,2,0,3,168
9040,0,671,31,1999,1997,2,84,636035,553,6,0,5459544.167,0,2,3,
9041,3,897,9,2000,1997,3,455,789656,537,6,0.50002,5449107.167,1,0,2,262
9042,9,819,2,1997,1995,3,703,280070,515,5,0.56,4899243.6,0,0,2,219
9043,12,1028,24,2000,1997,2,345,532110,168,7,0.4898,5485748.857,0,0,3,163
9044,3,259,11,1998,1997,1,710,729328,261,16,0.62503,5094796.5,0,0,2,
9045,3,987,8,2000,1997,1,379,864017,553,2,0.5,5625359.5,0,1,3,151
9046,13,781,16,1991,1989,1,714,565820,238,6,0.72224,4696977.333,1,0,2,15
9047,11,655,55,1994,1993,2,703,357270,32,14,0.73472,4719237.571,30,1,2,
9048,6,760,4,1992,1990,2,702,172255,111,4,0.625,4568593.5,0,0,2,72
9049,9,627,27,1999,1997,2,713,570160,108,3,0.44445,5370173.333,5,0,2,59
9050,12,1239,25,1989,1986,1,382,133435,553,18,0.47532,4381603.722,0,0,3,
9051,17,838,49,1999,1997,3,451,161335,553,7,0,5487872,1,2,3,
9052,21,792,20,1998,1996,1,714,672689,553,2,0.5,5123875.5,0,0,3,
9053,30,2549,8,1989,1982,1,705,442205,168,1,0,4326254,0,0,2,26
9054,28,1064,17,1997,1994,2,710,503380,553,8,0.75002,5078729.625,0,2,3,
9055,11,1268,6,1999,1996,2,709,252865,553,12,0.62501,5344791.833,0,0,3,331
9056,31,987,25,1995,1992,1,345,0,168,7,0.81637,4859772,15,1,1,
9057,2,627,10,1999,1997,1,712,864032,553,10,0.18,4714667.5,1,6,3,113
9058,17,970,15,1999,1997,3,345,503060,553,6,0.61112,5292226.833,0,1,3,
9059,25,854,18,1999,1997,3,705,361691,60,13,0.87581,5225752.846,1,0,2,55
9060,34,644,5,1983,1981,1,711,596125,174,4,0.625,4166945.25,0,0,2,57
9061,24,944,6,1985,1983,3,370,706518,47,5,0.32,4349771,6,0,2,821
9062,5,1975,25,2000,1994,2,382,864025,232,26,0.3876,4664614.192,23,7,2,114
9063,9,1026,14,1995,1992,2,712,219155,126,7,0.73473,4650216.714,2,9,2,
9064,6,1034,20,1996,1993,1,358,32940,261,5,0.32,5226538.8,1,6,2,14
9065,40,761,40,1999,1997,2,709,280070,243,1,0,5754830,0,0,2,240
9066,33,881,31,1997,1995,3,700,734878,289,53,0.86588,4787035.189,49,9,2,
9067,95,826,43,1996,1994,1,380,499570,13,24,0.65628,5107597.833,2,0,2,3
9068,5,1001,18,1999,1996,2,382,133435,553,7,0,5240951.571,0,1,3,
9069,15,1030,23,1999,1997,1,375,729149,261,9,0.74076,5495645.667,1,0,2,
9070,41,336,11,1998,1997,2,726,280070,16,15,0.74668,5260769.8,3,1,2,240
9071,37,970,36,1999,1996,2,717,551495,537,12,0.83336,5394170.75,9,0,2,14
9072,14,1712,77,1985,1980,2,704,570160,60,13,0.67459,3909251,2,0,2,85
9073,75,700,2,1988,1986,1,360,605590,142,0,0,0,0,2,2,
9074,6,566,14,1989,1987,1,702,442205,168,8,0.68752,4264512,1,0,2,29
9075,28,524,46,1997,1996,2,713,280070,16,18,0.5309,5379480.944,1,1,2,225
9076,24,489,13,1998,1997,1,710,172255,156,14,0.63267,4991100.929,2,0,2,86
9077,14,725,24,1999,1997,3,700,756850,14,18,0.75311,5302431.722,1,0,2,
9078,61,1218,10,1993,1990,1,715,367195,238,6,0.44445,4983092.833,0,0,2,2
9079,2,589,4,1998,1997,1,348,532110,553,4,0,5390062.5,0,0,3,163
9080,23,627,5,1997,1995,3,370,147695,32,4,0.625,5485760,0,0,2,77
9081,13,977,5,1997,1994,2,711,755619,108,5,0,5339220.6,0,0,2,10
9082,66,777,67,1989,1987,1,375,440490,198,39,0.81006,4447460.538,2,1,2,0
9083,51,980,31,1996,1994,4,712,8075,16,17,0.20762,5147653.294,11,2,2,12
9084,21,1152,16,2000,1996,4,715,358975,553,8,0.71876,5563394.625,1,3,3,265
9085,39,694,22,1987,1985,1,375,440455,32,12,0.58335,4306315.75,3,0,2,
9086,32,1371,9,1991,1987,1,707,280070,16,5,0.8,4725176,0,0,2,403
9087,59,665,22,1996,1994,3,704,718237,260,24,0.87855,4641919.75,1,0,2,
9088,22,502,2,1997,1996,1,706,597185,302,1,0,5386498,5,0,6,
9089,48,560,24,1995,1993,2,719,278220,238,8,0.68752,5112474.375,1,0,2,25
9090,13,1135,21,1997,1994,1,715,377950,553,7,0,4908667.857,0,1,3,
9091,10,859,4,1983,1980,4,714,280070,67,14,0.77553,3982035.071,4,3,2,337
9092,22,1131,17,2001,1997,2,709,234445,51,9,0.81485,5662566.556,0,0,2,102
9093,13,785,12,1998,1996,3,701,204110,526,16,0.58595,4968000.125,0,0,2,346
9094,31,883,7,1986,1983,1,711,280070,168,8,0,4208286.75,1,0,2,364
9095,34,1254,15,1989,1985,2,379,618190,32,6,0.27779,4578595.5,3,3,2,
9096,7,1792,15,1999,1994,1,345,0,168,14,0.76533,4854728.643,1,4,1,
9097,47,917,9,1995,1992,4,715,280070,60,1,0,4984152,3,0,2,344
9098,5,594,35,1999,1997,2,712,8075,16,4,0.375,5625077.5,0,0,2,12
9099,7,798,6,1981,1979,2,710,256580,32,7,0.57144,3492271.857,0,0,2,86
9100,46,1107,18,1997,1994,3,710,730504,168,5,0.32,5187987.8,0,0,2,
9101,5,763,12,1998,1996,6,710,280070,213,15,0.81782,4986047.6,1,2,2,225
9102,22,881,51,1993,1991,7,235,676549,168,6,0.44445,4478235.667,4,0,2,1
9103,4,676,1,1998,1997,2,360,532110,553,3,0.44445,5031549.333,0,1,3,163
9104,68,364,12,1996,1995,1,706,32940,261,4,0.75,4998015.75,15,0,2,14
9105,20,943,36,2000,1997,2,707,706518,168,8,0,5579461,1,0,2,130
9106,19,1075,9,1995,1992,4,709,442205,168,16,0.87506,4812143.063,21,4,2,29
9107,40,463,14,1981,1979,1,382,280070,16,10,0.64,3861732.8,0,0,2,325
9108,93,658,4,1990,1988,1,702,165315,192,5,0.64,4745784.2,0,0,2,
9109,37,851,17,1999,1997,2,726,755619,108,9,0.19754,5651609.111,1,0,2,18
9110,26,1072,29,2000,1997,2,84,729968,32,17,0.11073,5315874.412,0,0,2,
9111,6,333,10,1993,1992,3,375,386735,47,6,0.77781,5008870.333,0,0,2,102
9112,41,937,12,1998,1996,3,707,280070,168,15,0.79113,5319740.067,0,0,2,225
9113,12,736,9,1995,1993,1,341,864017,553,4,0.75,4860571.75,0,0,3,140
9114,292,693,38,1998,1996,6,711,171995,32,82,0.79518,4917483.561,91,16,2,4
9115,39,720,15,1997,1995,1,702,707754,588,21,0.6032,4556816.238,0,0,3,
9116,21,560,20,1989,1988,3,714,250060,538,5,0.48,4231029,1,0,2,82
9117,7,662,4,1999,1997,2,702,721194,229,11,0.82648,5264123,0,0,2,
9118,117,847,7,2000,1997,1,709,762388,261,6,0.27779,5768229.667,1,0,2,
9119,15,1225,7,1999,1996,2,718,0,108,3,0.66667,5492385.667,0,0,1,
9120,21,986,6,1995,1992,7,712,280070,168,3,0,4808967.333,0,0,2,344
9121,6,1002,8,1995,1992,3,706,280070,526,2,0,4786248,9,0,2,344
9122,0,1190,7,2000,1997,3,714,278220,261,7,0.57144,5321928.286,1,0,2,48
9123,125,886,77,1996,1994,4,455,58845,13,36,0.57254,4958871.444,2,0,2,95
9124,10,1833,21,2000,1995,1,702,733548,156,11,0.64464,4641360.818,0,0,2,
9125,67,1006,14,1999,1997,2,717,0,546,5,0.72,5453300.6,9,0,1,
9126,14,872,67,1999,1997,1,717,699007,16,14,0.76533,5452423,6,0,2,1
9127,42,546,17,1996,1995,4,375,719699,168,7,0.449,5368631.286,0,0,3,
9128,48,720,12,1990,1988,2,719,386735,515,5,0.56,4352792.2,4,1,2,97
